Employee_Name,EmpID,MarriedID,MaritalStatusID,GenderID,EmpStatusID,DeptID,PerfScoreID,FromDiversityJobFairID, Salary ,Termd,PositionID,Position_,State,Zip,DOB,Sex,MaritalDesc,CitizenDesc,HispanicLatino,RaceDesc,DateofHire,DateofTermination,TermReason,EmploymentStatus,Department,ManagerName,ManagerID,RecruitmentSource,PerformanceScore,EngagementSurvey,EmpSatisfaction,SpecialProjectsCount,LastPerformanceReview_Date,DaysLateLast30,Absences,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Dickinson,Geoff",10276,0,0,1,1,5,3,0,"51,259",0,19,ProductionTechnicianI,MA,2180,11/15/82,M ,Single,USCitizen,No,White,5/12/14,,N/A-StillEmployed,Active,Production       ,KetsiaLiebig,19,Indeed,FullyMeets,4.3,4,0,2/19/19,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Dietrich,Jenna",10304,0,0,0,1,6,1,0,"59,231",0,3,AreaSalesManager,WA,98052,5/14/87,F,Single,USCitizen,Yes,White,2/20/12,,N/A-StillEmployed,Active,Sales,JohnSmith,17,Website,PIP,2.3,1,0,1/29/19,2,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"DiNocco,Lily",10284,1,1,0,1,5,2,0,"61,584",0,19,ProductionTechnicianI,MA,2351,12/2/78,F,Married,USCitizen,No,BlackorAfricanAmerican,1/7/13,,N/A-StillEmployed,Active,Production       ,BrannonMiller,12,Indeed,NeedsImprovement,3.88,4,0,1/18/19,0,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Dobrin,DenisaS",10207,0,0,0,1,5,3,0,"46,335",0,19,ProductionTechnicianI,MA,2125,10/7/86,F,Single,USCitizen,Yes,White,4/2/12,,N/A-StillEmployed,Active,Production       ,DavidStanley,14,CareerBuilder,FullyMeets,3.4,5,0,2/19/19,0,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Dolan,Linda",10133,1,1,0,1,3,3,0,"70,621",0,14,ITSupport,MA,2119,7/18/88,F,Married,USCitizen,No,White,1/5/15,,N/A-StillEmployed,Active,IT/IS,PeterMonroe,7,EmployeeReferral,FullyMeets,4.11,4,6,2/25/19,0,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Dougall,Eric",10028,0,0,1,1,3,4,0,"138,888",0,13,ITManager-Support,MA,1886,7/9/70,M ,Single,USCitizen,No,BlackorAfricanAmerican,1/5/14,,N/A-StillEmployed,Active,IT/IS,JenniferZamora,5,Indeed,Exceeds,4.3,5,5,1/4/19,0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Driver,Elle",10006,0,0,0,1,6,4,0,"74,241",0,3,AreaSalesManager,CA,90007,11/8/88,F,Single,USCitizen,No,White,1/10/11,,N/A-StillEmployed,Active,Sales,LynnDaneault,21,Indeed,Exceeds,4.77,5,0,1/27/19,0,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Dunn,Amy",10105,0,0,0,1,5,3,0,"75,188",0,18,ProductionManager,MA,1731,11/28/73,F,Single,USCitizen,No,White,9/18/14,,N/A-StillEmployed,Active,Production       ,JanetKing,2,GoogleSearch,FullyMeets,4.52,4,0,1/15/19,0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Dunne,Amy",10211,1,1,0,1,5,3,0,"62,514",0,19,ProductionTechnicianI,MA,1749,9/23/73,F,Married,USCitizen,No,White,4/26/10,,N/A-StillEmployed,Active,Production       ,KetsiaLiebig,19,GoogleSearch,FullyMeets,2.9,3,0,1/21/19,0,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Eaton,Marianne",10064,1,1,0,5,5,3,0,"60,070",1,19,ProductionTechnicianI,MA,2343,9/5/91,F,Married,USCitizen,No,White,4/4/11,6/6/17,military,VoluntarilyTerminated,Production       ,KissySullivan,20,GoogleSearch,FullyMeets,5,3,0,4/9/17,0,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Engdahl,Jean",10247,0,0,1,1,5,3,0,"48,888",0,19,ProductionTechnicianI,MA,2026,5/31/74,M ,Single,USCitizen,No,White,11/10/14,,N/A-StillEmployed,Active,Production       ,KelleySpirea,18,LinkedIn,FullyMeets,4.7,5,0,2/13/19,0,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"England,Rex",10235,1,1,1,1,5,3,0,"54,285",0,19,ProductionTechnicianI,MA,2045,8/25/78,M ,Married,USCitizen,No,White,3/31/14,,N/A-StillEmployed,Active,Production       ,KelleySpirea,18,EmployeeReferral,FullyMeets,4.2,3,0,1/11/19,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Erilus,Angela",10299,0,3,0,1,5,1,0,"56,847",0,20,ProductionTechnicianII,MA,2133,8/25/89,F,Separated,USCitizen,No,White,7/7/14,,N/A-StillEmployed,Active,Production       ,MichaelAlbert,22,Indeed,PIP,3,1,0,2/25/19,2,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Estremera,Miguel",10280,0,0,1,4,5,2,0,"60,340",1,19,ProductionTechnicianI,MA,2129,9/2/83,M ,Single,USCitizen,No,White,4/2/12,9/27/18,attendance,TerminatedforCause,Production       ,MichaelAlbert,22,GoogleSearch,NeedsImprovement,5,4,0,4/12/18,5,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Evensen,April",10296,0,0,0,4,5,2,0,"59,124",1,19,ProductionTechnicianI,MA,2458,5/6/89,F,Single,USCitizen,No,White,2/17/14,2/25/18,"no-call,no-show",TerminatedforCause,Production       ,ElijiahGray,16,GoogleSearch,NeedsImprovement,2.3,3,0,1/15/17,5,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Exantus,Susan",10290,1,1,0,4,4,2,0,"99,280",1,24,SoftwareEngineer,MA,1749,5/15/87,F,Married,USCitizen,No,BlackorAfricanAmerican,5/2/11,6/5/13,attendance,TerminatedforCause,Software Engineering,AlexSweetwater,10,Indeed,NeedsImprovement,2.1,5,4,8/10/12,4,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Faller,Megan",10263,1,1,0,1,5,3,0,"71,776",0,20,ProductionTechnicianII,MA,1824,9/22/78,F,Married,USCitizen,No,BlackorAfricanAmerican,7/7/14,,N/A-StillEmployed,Active,Production       ,ElijiahGray,16,LinkedIn,FullyMeets,4.4,5,0,2/22/19,0,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Fancett,Nicole",10136,0,0,0,1,5,3,0,"65,902",0,20,ProductionTechnicianII,MA,2324,9/27/87,F,Single,USCitizen,No,BlackorAfricanAmerican,2/17/14,,N/A-StillEmployed,Active,Production       ,WebsterButler,,LinkedIn,FullyMeets,4,4,0,1/7/19,0,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ferguson,Susan",10189,1,1,0,5,5,3,0,"57,748",1,19,ProductionTechnicianI,MA,2176,4/14/55,F,Married,USCitizen,No,White,11/7/11,5/17/16,military,VoluntarilyTerminated,Production       ,WebsterButler,39,GoogleSearch,FullyMeets,3.13,3,0,2/4/16,0,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Fernandes,Nilson",10308,1,1,1,1,5,1,0,"64,057",0,19,ProductionTechnicianI,MA,2132,10/18/89,M ,Married,USCitizen,No,White,5/11/15,,N/A-StillEmployed,Active,Production       ,AmyDunn,11,Indeed,PIP,1.56,5,0,1/3/19,6,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Fett,Boba",10309,0,0,1,1,3,1,0,"53,366",0,15,NetworkEngineer,MA,2138,6/18/87,M ,Single,USCitizen,No,White,3/30/15,,N/A-StillEmployed,Active,IT/IS,PeterMonroe,7,LinkedIn,PIP,1.2,3,6,2/4/19,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Fidelia,Libby",10049,1,1,0,1,5,3,0,"58,530",0,19,ProductionTechnicianI,MA,2155,3/16/81,F,Married,USCitizen,No,White,1/9/12,,N/A-StillEmployed,Active,Production       ,BrannonMiller,12,GoogleSearch,FullyMeets,5,5,0,1/29/19,0,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Fitzpatrick,MichaelJ",10093,0,0,1,5,5,3,0,"72,609",1,20,ProductionTechnicianII,MA,2143,10/1/81,M ,Single,USCitizen,Yes,White,5/16/11,6/24/13,hours,VoluntarilyTerminated,Production       ,AmyDunn,11,GoogleSearch,FullyMeets,4.76,5,0,4/5/13,0,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Foreman,Tanya",10163,1,1,0,5,5,3,0,"55,965",1,20,ProductionTechnicianII,MA,2170,11/8/83,F,Married,USCitizen,No,White,4/4/11,1/9/13,careerchange,VoluntarilyTerminated,Production       ,KetsiaLiebig,19,GoogleSearch,FullyMeets,3.66,3,0,1/7/12,0,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Forrest,Alex",10305,1,1,1,1,6,3,0,"70,187",1,3,AreaSalesManager,MA,2330,7/7/75,M ,Married,USCitizen,No,White,9/29/14,8/19/18,Fatalattraction,TerminatedforCause,Sales,LynnDaneault,21,EmployeeReferral,PIP,2,5,0,1/28/19,4,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Foss,Jason",10015,0,0,1,1,3,4,0,"178,000",0,12,ITDirector,MA,1460,7/5/80,M ,Single,USCitizen,No,BlackorAfricanAmerican,4/15/11,,N/A-StillEmployed,Active,IT/IS,JenniferZamora,5,Indeed,Exceeds,5,5,5,1/7/19,0,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Foster-Baker,Amy",10080,1,1,0,1,1,3,0,"99,351",0,26,Sr.Accountant,MA,2050,4/16/79,F,Married,USCitizen,no,White,1/5/09,,N/A-StillEmployed,Active,Admin Offices,BoardofDirectors,9,Other,FullyMeets,5,3,2,2/8/19,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Fraval,Maruk",10258,0,0,1,1,6,3,0,"67,251",0,3,AreaSalesManager,CT,6050,8/28/63,M ,Single,USCitizen,No,BlackorAfricanAmerican,9/6/11,,N/A-StillEmployed,Active,Sales,LynnDaneault,21,CareerBuilder,FullyMeets,4.3,3,0,1/27/19,2,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Galia,Lisa",10273,0,0,0,1,3,3,0,"65,707",0,14,ITSupport,CT,6040,7/6/68,F,Single,USCitizen,No,White,5/1/10,,N/A-StillEmployed,Active,IT/IS,EricDougall,6,LinkedIn,FullyMeets,4.7,4,5,2/1/19,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Garcia,Raul",10111,0,0,1,1,5,3,0,"52,249",0,19,ProductionTechnicianI,MA,1905,9/15/85,M ,Single,USCitizen,Yes,White,3/30/15,,N/A-StillEmployed,Active,Production       ,DavidStanley,14,EmployeeReferral,FullyMeets,4.5,3,0,2/18/19,0,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Gaul,Barbara",10257,0,0,0,1,5,3,0,"53,171",0,19,ProductionTechnicianI,MA,2121,12/2/83,F,Single,USCitizen,Yes,BlackorAfricanAmerican,5/16/11,,N/A-StillEmployed,Active,Production       ,KelleySpirea,18,LinkedIn,FullyMeets,4.2,4,0,2/26/19,0,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Gentry,Mildred",10159,1,1,0,1,5,3,0,"51,337",0,19,ProductionTechnicianI,MA,2145,10/1/90,F,Married,USCitizen,No,BlackorAfricanAmerican,3/30/15,,N/A-StillEmployed,Active,Production       ,MichaelAlbert,22,LinkedIn,FullyMeets,3.73,3,0,1/16/19,0,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Gerke,Melisa",10122,0,2,0,5,5,3,1,"51,505",1,19,ProductionTechnicianI,MA,2330,5/15/70,F,Divorced,USCitizen,No,BlackorAfricanAmerican,11/7/11,11/15/16,hours,VoluntarilyTerminated,Production       ,ElijiahGray,16,DiversityJobFair,FullyMeets,4.24,4,0,4/29/16,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Gill,Whitney",10142,0,4,0,4,6,3,0,"59,370",1,3,AreaSalesManager,OH,43050,7/10/71,F,Widowed,USCitizen,No,BlackorAfricanAmerican,7/7/14,9/5/15,attendance,TerminatedforCause,Sales,JohnSmith,17,CareerBuilder,FullyMeets,3.97,4,0,1/15/14,0,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Gilles,Alex",10283,1,1,1,5,5,2,1,"54,933",1,19,ProductionTechnicianI,MA,2062,8/9/74,M ,Married,USCitizen,No,BlackorAfricanAmerican,4/2/12,6/25/15,military,VoluntarilyTerminated,Production       ,WebsterButler,39,DiversityJobFair,NeedsImprovement,3.97,4,0,1/20/15,3,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Girifalco,Evelyn",10018,0,0,0,1,5,4,0,"57,815",0,19,ProductionTechnicianI,MA,2451,5/8/80,F,Single,USCitizen,Yes,Twoormoreraces,9/29/14,,N/A-StillEmployed,Active,Production       ,AmyDunn,11,Indeed,Exceeds,3.9,4,0,2/7/19,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Givens,Myriam",10255,0,0,0,1,6,3,0,"61,555",0,3,AreaSalesManager,IN,46204,9/22/89,F,Single,USCitizen,No,White,2/16/15,,N/A-StillEmployed,Active,Sales,LynnDaneault,21,Indeed,FullyMeets,4.5,5,0,1/25/19,0,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Goble,Taisha",10246,0,0,0,4,3,3,0,"114,800",1,8,DatabaseAdministrator,MA,2127,10/23/71,F,Single,USCitizen,No,White,2/16/15,3/15/15,"no-call,no-show",TerminatedforCause,IT/IS,SimonRoup,4,Indeed,FullyMeets,4.6,4,4,1/20/15,0,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Goeth,Amon",10228,1,1,1,1,3,3,0,"74,679",0,14,ITSupport,MA,2135,11/24/89,M ,Married,USCitizen,Yes,White,3/30/15,,N/A-StillEmployed,Active,IT/IS,PeterMonroe,7,LinkedIn,FullyMeets,4.3,5,7,1/10/19,0,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Gold,Shenice",10243,0,0,0,1,5,3,0,"53,018",0,19,ProductionTechnicianI,MA,2451,6/18/92,F,Single,USCitizen,Yes,White,11/11/13,,N/A-StillEmployed,Active,Production       ,KetsiaLiebig,19,Indeed,FullyMeets,4.3,5,0,2/18/19,0,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Gonzalez,Cayo",10031,0,2,1,1,5,4,1,"59,892",0,19,ProductionTechnicianI,MA,2108,9/29/69,M ,Divorced,USCitizen,No,BlackorAfricanAmerican,7/11/11,,N/A-StillEmployed,Active,Production       ,BrannonMiller,12,DiversityJobFair,Exceeds,4.5,4,0,2/18/19,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Gonzalez,Juan",10300,1,1,1,5,5,1,1,"68,898",1,20,ProductionTechnicianII,MA,2128,10/12/64,M ,Married,USCitizen,No,BlackorAfricanAmerican,4/26/10,5/30/11,careerchange,VoluntarilyTerminated,Production       ,BrannonMiller,12,DiversityJobFair,PIP,3,3,0,3/6/11,3,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Gonzalez,Maria",10101,0,3,0,1,3,3,0,"61,242",0,14,ITSupport,MA,2472,4/16/81,F,Separated,USCitizen,Yes,White,1/5/15,,N/A-StillEmployed,Active,IT/IS,PeterMonroe,7,EmployeeReferral,FullyMeets,4.61,4,5,1/28/19,0,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Good,Susan",10237,1,1,0,3,5,3,0,"66,825",0,20,ProductionTechnicianII,MA,1886,5/25/86,F,Married,USCitizen,No,White,5/12/14,,N/A-StillEmployed,Active,Production       ,DavidStanley,14,LinkedIn,FullyMeets,4.6,3,0,2/7/19,0,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Gordon,David",10051,1,1,1,1,5,3,0,"48,285",0,19,ProductionTechnicianI,MA,2169,5/21/79,M ,Married,USCitizen,No,White,7/2/12,,N/A-StillEmployed,Active,Production       ,DavidStanley,14,LinkedIn,FullyMeets,5,3,0,1/14/19,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Gosciminski,Phylicia",10218,0,3,0,3,5,3,0,"66,149",0,20,ProductionTechnicianII,MA,1824,12/8/83,F,Separated,USCitizen,No,AmericanIndianorAlaskaNative,9/30/13,,N/A-StillEmployed,Active,Production       ,KissySullivan,20,GoogleSearch,FullyMeets,4.4,5,0,2/21/19,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Goyal,Roxana",10256,1,1,0,3,5,3,0,"49,256",0,19,ProductionTechnicianI,MA,1864,10/9/74,F,Married,USCitizen,No,Asian,8/19/13,,N/A-StillEmployed,Active,Production       ,KissySullivan,20,LinkedIn,FullyMeets,4.1,5,0,2/15/19,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Gray,Elijiah",10098,0,2,1,1,5,3,0,"62,957",0,18,ProductionManager,MA,1752,7/11/81,M ,Divorced,USCitizen,No,White,6/2/15,,N/A-StillEmployed,Active,Production       ,JanetKing,2,EmployeeReferral,FullyMeets,4.63,3,0,1/4/19,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Gross,Paula",10059,0,2,0,5,5,3,0,"63,813",1,19,ProductionTechnicianI,MA,2176,5/21/83,F,Divorced,USCitizen,No,White,2/21/11,1/11/14,moremoney,VoluntarilyTerminated,Production       ,KelleySpirea,18,CareerBuilder,FullyMeets,5,5,0,6/3/13,0,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Gruber,Hans",10234,1,1,1,1,3,3,0,"99,020",0,4,BIDeveloper,MA,2134,6/30/89,M ,Married,USCitizen,No,BlackorAfricanAmerican,4/20/17,,N/A-StillEmployed,Active,IT/IS,BrianChampaigne,13,Indeed,FullyMeets,4.2,5,5,1/28/19,0,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Guilianno,Mike",10109,0,0,1,5,6,3,0,"71,707",1,3,AreaSalesManager,TN,37129,2/9/69,M ,Single,USCitizen,No,Twoormoreraces,3/7/12,10/31/14,relocationoutofarea,VoluntarilyTerminated,Sales,JohnSmith,17,LinkedIn,FullyMeets,4.5,5,0,2/1/13,0,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Handschiegl,Joanne",10125,1,1,0,1,5,3,0,"54,828",0,19,ProductionTechnicianI,MA,2127,3/23/77,F,Married,USCitizen,No,White,11/28/11,,N/A-StillEmployed,Active,Production       ,MichaelAlbert,22,GoogleSearch,FullyMeets,4.2,4,0,2/22/19,0,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Hankard,Earnest",10074,0,0,1,1,5,3,0,"64,246",0,20,ProductionTechnicianII,MA,2155,8/10/88,M ,Single,USCitizen,Yes,White,11/11/13,,N/A-StillEmployed,Active,Production       ,KelleySpirea,18,LinkedIn,FullyMeets,5,3,0,1/8/19,0,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Harrington,Christie",10097,0,0,0,5,5,3,0,"52,177",1,19,ProductionTechnicianI,MA,2324,8/18/52,F,Single,USCitizen,No,White,1/9/12,12/15/15,retiring,VoluntarilyTerminated,Production       ,WebsterButler,39,CareerBuilder,FullyMeets,4.64,4,0,5/2/15,0,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Harrison,Kara",10007,1,1,0,1,5,4,0,"62,065",0,19,ProductionTechnicianI,MA,1886,5/2/74,F,Married,USCitizen,No,White,5/12/14,,N/A-StillEmployed,Active,Production       ,AmyDunn,11,CareerBuilder,Exceeds,4.76,4,0,2/15/19,0,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Heitzman,Anthony",10129,0,0,1,1,5,3,0,"46,998",0,19,ProductionTechnicianI,MA,2149,1/4/84,M ,Single,USCitizen,No,White,8/13/12,,N/A-StillEmployed,Active,Production       ,KetsiaLiebig,19,GoogleSearch,FullyMeets,4.17,4,0,2/11/19,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Hendrickson,Trina",10075,0,0,0,5,5,3,0,"68,099",1,20,ProductionTechnicianII,MA,2021,8/27/72,F,Single,USCitizen,No,White,1/10/11,6/18/13,hours,VoluntarilyTerminated,Production       ,KelleySpirea,18,CareerBuilder,FullyMeets,5,3,0,1/30/13,0,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Hitchcock,Alfred",10167,1,1,1,1,6,3,0,"70,545",0,3,AreaSalesManager,NH,3062,9/14/88,M ,Married,USCitizen,No,AmericanIndianorAlaskaNative,8/18/14,,N/A-StillEmployed,Active,Sales,JohnSmith,17,Indeed,FullyMeets,3.6,5,0,1/30/19,0,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Homberger,AdrienneJ",10195,1,1,0,5,5,3,0,"63,478",1,20,ProductionTechnicianII,MA,2445,2/16/84,F,Married,Non-Citizen,No,White,8/15/11,4/7/12,relocationoutofarea,VoluntarilyTerminated,Production       ,MichaelAlbert,30,Indeed,FullyMeets,3.03,5,0,3/5/12,0,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Horton,Jayne",10112,0,0,0,1,3,3,0,"97,999",0,8,DatabaseAdministrator,MA,2493,2/21/84,F,Single,USCitizen,No,White,3/30/15,,N/A-StillEmployed,Active,IT/IS,SimonRoup,4,Indeed,FullyMeets,4.48,5,6,1/3/19,0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Houlihan,Debra",10272,1,1,0,1,6,3,0,"180,000",0,11,DirectorofSales,RI,2908,3/17/66,F,Married,USCitizen,No,White,5/5/14,,N/A-StillEmployed,Active,Sales,JanetKing,2,LinkedIn,FullyMeets,4.5,4,0,1/21/19,0,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Howard,Estelle",10182,1,1,0,1,1,3,0,"49,920",1,2,AdministrativeAssistant,MA,2170,9/16/85,F,Married,USCitizen,No,BlackorAfricanAmerican,2/16/15,4/15/15,"no-call,no-show",TerminatedforCause,Admin Offices,BrandonR.LeBlanc,1,Indeed,FullyMeets,3.24,3,4,4/15/15,0,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Hudson,Jane",10248,0,0,0,1,5,3,0,"55,425",0,19,ProductionTechnicianI,MA,2176,6/10/86,F,Single,USCitizen,No,White,2/20/12,,N/A-StillEmployed,Active,Production       ,KetsiaLiebig,19,LinkedIn,FullyMeets,4.8,4,0,1/7/19,0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Hunts,Julissa",10201,0,0,0,2,5,3,0,"69,340",0,20,ProductionTechnicianII,MA,2021,3/11/84,F,Single,USCitizen,No,White,6/6/16,,N/A-StillEmployed,Active,Production       ,ElijiahGray,16,LinkedIn,FullyMeets,3,5,0,1/18/19,0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Hutter,Rosalie",10214,0,3,0,2,5,3,0,"64,995",0,20,ProductionTechnicianII,MA,2351,5/7/92,F,Separated,USCitizen,No,White,6/5/15,,N/A-StillEmployed,Active,Production       ,WebsterButler,,Indeed,FullyMeets,4.5,3,0,2/14/19,0,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Huynh,Ming",10160,0,2,0,5,5,3,0,"68,182",1,20,ProductionTechnicianII,MA,1742,9/22/76,F,Divorced,USCitizen,No,White,2/21/11,4/1/13,unhappy,VoluntarilyTerminated,Production       ,AmyDunn,11,GoogleSearch,FullyMeets,3.72,3,0,2/1/13,0,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Immediato,Walter",10289,1,1,1,5,5,2,0,"83,082",1,18,ProductionManager,MA,2128,11/15/76,M ,Married,USCitizen,No,Asian,2/21/11,9/24/12,unhappy,VoluntarilyTerminated,Production       ,JanetKing,2,Indeed,NeedsImprovement,2.34,2,0,4/12/12,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ivey,Rose",10139,0,0,0,1,5,3,0,"51,908",0,19,ProductionTechnicianI,MA,1775,1/28/91,F,Single,USCitizen,No,White,8/19/13,,N/A-StillEmployed,Active,Production       ,BrannonMiller,12,Indeed,FullyMeets,3.99,3,0,1/14/19,0,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Jackson,Maryellen",10227,0,0,0,1,5,3,0,"61,242",0,19,ProductionTechnicianI,MA,2081,9/11/72,F,Single,USCitizen,No,BlackorAfricanAmerican,11/5/12,,N/A-StillEmployed,Active,Production       ,DavidStanley,14,LinkedIn,FullyMeets,4.1,3,0,1/17/19,0,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Jacobi,Hannah",10236,0,2,0,1,5,3,0,"45,069",0,19,ProductionTechnicianI,MA,1778,3/22/66,F,Divorced,USCitizen,No,White,9/30/13,,N/A-StillEmployed,Active,Production       ,KissySullivan,20,EmployeeReferral,FullyMeets,4.3,5,0,2/22/19,0,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Jeannite,Tayana",10009,0,2,0,1,5,4,0,"60,724",0,20,ProductionTechnicianII,MA,1821,11/6/86,F,Divorced,USCitizen,No,AmericanIndianorAlaskaNative,7/5/11,,N/A-StillEmployed,Active,Production       ,KetsiaLiebig,19,LinkedIn,Exceeds,4.6,4,0,2/25/19,0,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Jhaveri,Sneha",10060,0,3,0,1,5,3,0,"60,436",0,19,ProductionTechnicianI,MA,2109,4/13/64,F,Separated,USCitizen,No,White,1/6/14,,N/A-StillEmployed,Active,Production       ,KelleySpirea,18,LinkedIn,FullyMeets,5,5,0,1/21/19,0,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
